srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.0,45184,149.171.126.6,80,tcp,FIN,1.006289,1580,10168,31,29,3,5,http,11519.55371,76351.82031,12,18,255,255,3461486157,1317227216,132,565,1,524288,9529.949495,7674.7789760000005,1421943870,1421943871,91.442089,59.16194399999999,0.000666,0.000532,0.000134,0,0,4,0,0,2,4,3,3,2,2,3,0,0
59.166.0.8,39082,149.171.126.3,80,tcp,FIN,1.004894,1580,10168,31,29,3,5,http,11535.54492,76457.8125,12,18,255,255,891821683,3038278460,132,565,1,0,9528.662273,7675.610161,1421935272,1421935273,91.311635,59.080588,0.000667,0.0005200000000000001,0.000147,0,0,1,0,0,1,3,2,6,1,1,2,0,0
59.166.0.5,4915,149.171.126.3,111,udp,CON,0.004804,568,304,31,29,0,0,-,709408.875,379683.625,4,4,0,0,0,0,142,76,0,0,1.7842689999999999,1.58345,1421938993,1421938993,1.269667,1.124667,0.0,0.0,0.0,0,0,0,0,0,13,10,5,5,1,1,3,0,0
59.166.0.4,46961,149.171.126.9,1625,tcp,FIN,0.00483,3872,2456,31,29,7,7,-,6057143.0,3842650.0,18,18,255,255,1962902963,4111844471,215,136,0,0,13.006780000000001,0.326642,1421945360,1421945360,0.265176,0.252176,0.0006730000000000001,0.000538,0.000135,0,0,0,0,0,6,11,12,6,3,3,6,0,0
59.166.0.1,46961,149.171.126.4,53,udp,CON,0.0010810000000000001,130,162,31,29,0,0,dns,481036.0938,599445.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421930977,1421930977,0.011000000000000001,0.012,0.0,0.0,0.0,0,0,0,0,0,2,2,2,9,1,1,2,0,0
59.166.0.1,31013,149.171.126.4,143,tcp,FIN,0.854885,7798,16634,31,29,30,32,-,72384.00781,154425.4531,122,126,255,255,2303226610,158870660,64,132,0,0,464.41011900000007,460.880983,1421936588,1421936589,7.061661,6.834911999999999,0.00065,0.000517,0.000133,0,0,0,0,0,5,5,3,3,1,1,1,0,0
59.166.0.5,60299,149.171.126.5,80,tcp,FIN,0.019066999999999997,1044,824,31,29,2,2,http,383489.7813,311323.2188,8,10,255,255,1762513163,3920300246,131,82,1,83,157.050795,4.1466080000000005,1421937067,1421937067,2.673,2.0676669999999997,0.000579,0.000454,0.000125,0,0,1,0,0,2,3,3,7,2,1,2,0,0
59.166.0.9,52667,149.171.126.0,31468,tcp,FIN,0.035841000000000005,2854,29218,31,29,7,17,-,623196.9375,6385982.5,46,48,255,255,4035771309,1925583715,62,609,0,0,60.025698999999996,55.807885999999996,1421945357,1421945357,0.7797109999999999,0.7507229999999999,0.000687,0.000554,0.000133,0,0,0,0,0,12,6,1,2,1,1,1,0,0
59.166.0.4,20451,149.171.126.7,36230,tcp,FIN,0.017661000000000003,2558,23532,31,29,7,14,-,1130173.875,10405753.0,40,42,255,255,291391740,2465242054,64,560,0,0,29.548063,25.817635,1421932440,1421932440,0.44369200000000003,0.417854,0.0006730000000000001,0.000522,0.000151,0,0,0,0,0,12,7,2,4,1,1,2,0,0
59.166.0.3,28804,149.171.126.3,54469,tcp,FIN,0.020904,3302,35400,31,29,7,21,-,1240336.75,13305778.0,54,56,255,255,1504668199,3664192907,61,632,0,0,0.0,24.84419,1421936444,1421936444,0.38756599999999997,0.371109,0.00062,0.000489,0.000131,0,0,0,0,0,5,7,4,5,1,1,2,0,0
59.166.0.1,30888,149.171.126.8,25,tcp,FIN,0.46179499999999996,37462,3276,31,29,18,8,smtp,636507.5625,55349.234379999994,52,40,255,255,3457479345,3462773558,720,82,0,0,900.992373,30.693402000000003,1421947918,1421947919,9.04798,11.82659,0.000687,0.000553,0.000134,0,0,0,0,0,1,1,6,5,1,1,1,0,0
59.166.0.6,40652,149.171.126.4,53,udp,CON,0.001259,146,178,31,29,0,0,dns,463860.1875,565528.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421949020,1421949020,0.004,0.01,0.0,0.0,0.0,0,0,0,0,0,1,4,3,2,1,1,1,0,0
59.166.0.5,40328,149.171.126.0,53,udp,CON,0.00109,146,178,31,29,0,0,dns,535779.8125,653211.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951249,1421951249,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,2,4,3,6,1,1,1,0,0
59.166.0.8,64657,149.171.126.7,143,tcp,FIN,1.8831200000000001,7820,15662,31,29,30,32,-,32949.57422,66009.60156,122,126,255,255,1183500935,3400282757,64,124,0,0,1049.592015,1036.345916,1421948774,1421948775,15.559314,15.048376000000001,0.002222,0.0020570000000000002,0.000165,0,0,0,0,0,8,2,2,5,1,1,1,0,0
59.166.0.4,7387,149.171.126.4,6881,tcp,CON,0.553843,8919,297104,31,30,11,96,-,127992.9453,4273427.5,153,237,255,255,2449938290,308678642,58,1254,0,0,774.697326,601.347433,1421949001,1421949002,3.643704,2.339919,0.000602,0.00047599999999999997,0.000126,0,0,0,0,0,15,13,3,5,2,1,2,0,0
59.166.0.8,46184,149.171.126.1,1919,udp,CON,0.001786,544,304,31,29,0,0,-,1827547.625,1021276.625,4,4,0,0,0,0,136,76,0,0,0.6349819999999999,0.30665,1421938126,1421938126,0.45399999999999996,0.223333,0.0,0.0,0.0,0,0,0,0,0,3,4,5,7,1,1,3,0,0
149.171.126.18,1043,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421932626,1421932626,0.003,0.0,0.0,0.0,0.0,0,0,0,0,0,9,9,6,6,6,3,6,0,0
59.166.0.1,64027,149.171.126.5,53,udp,CON,0.000962,130,162,31,29,0,0,dns,540540.5625,673596.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421943187,1421943187,0.01,0.005,0.0,0.0,0.0,0,0,0,0,0,1,3,3,5,1,1,1,0,0
59.166.0.5,39589,149.171.126.1,44481,tcp,FIN,0.396835,4896,3080,31,29,7,7,-,95193.21875,60035.02734,28,30,255,255,1992106286,2186443777,175,103,0,0,825.627216,21.054152,1421941903,1421941903,14.68663,13.665966000000001,0.000648,0.000521,0.000127,0,0,0,0,0,8,13,3,4,1,1,3,0,0
59.166.0.8,18350,149.171.126.2,143,tcp,FIN,0.461991,7812,14706,31,29,30,32,-,134167.1094,252645.6094,122,126,255,255,2757018018,2762223111,64,117,0,0,369.44989300000003,365.954829,1421946722,1421946722,3.815107,3.6916480000000003,0.000666,0.000531,0.000135,0,0,0,0,0,6,12,2,5,1,1,1,0,0
59.166.0.1,44044,149.171.126.5,39074,tcp,FIN,0.020973,2854,29168,31,29,7,17,-,1064988.25,10894388.0,46,48,255,255,2829488969,680279028,62,608,0,0,28.622746000000003,27.201043,1421940873,1421940873,0.45853299999999997,0.43108500000000005,0.0008609999999999999,0.000701,0.00016,0,0,0,0,0,5,4,2,4,1,1,1,0,0
59.166.0.3,55638,149.171.126.5,61809,tcp,FIN,0.06375,2854,30384,31,29,7,17,-,350368.625,3733459.0,46,48,255,255,2588106604,2607703898,62,633,0,0,83.682001,81.85598399999999,1421940393,1421940393,1.4094440000000001,1.346234,0.000607,0.00047400000000000003,0.000133,0,0,0,0,0,5,2,2,2,1,1,1,0,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931605,1421931605,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
59.166.0.3,1029,149.171.126.7,36725,tcp,FIN,0.013258,2646,24004,31,29,7,15,-,1558606.125,14155378.0,42,44,255,255,104449503,2264353346,63,546,0,0,18.407356,17.500125,1421939129,1421939129,0.31497600000000003,0.295209,0.000713,0.000558,0.000155,0,0,0,0,0,9,9,2,4,1,1,1,0,0
59.166.0.5,55465,149.171.126.4,111,udp,CON,0.004878,568,320,31,29,0,0,-,698647.0,393603.9375,4,4,0,0,0,0,142,80,0,0,1.786861,1.5601129999999999,1421941441,1421941441,1.271,1.111667,0.0,0.0,0.0,0,0,0,0,0,7,12,7,5,1,1,3,0,0
59.166.0.6,11037,149.171.126.1,39505,tcp,FIN,0.35901900000000003,4020,2760,31,29,4,5,-,85321.39063,58938.38281,21,24,255,255,1197483399,1200601123,191,115,0,0,22.948182,840.5215310000001,1421937059,1421937059,17.935449,14.604087,0.0,0.0,0.0,0,0,0,0,0,7,7,3,4,1,1,2,0,0
59.166.0.5,34224,149.171.126.1,41486,tcp,FIN,0.017628,2854,29168,31,29,7,17,-,1267075.125,12961653.0,46,48,255,255,2580524117,2580829555,62,608,0,0,23.650548999999998,22.300686,1421940923,1421940923,0.384022,0.362723,0.0006940000000000001,0.00057,0.000124,0,0,0,0,0,14,15,4,7,1,1,3,0,0
59.166.0.6,19451,149.171.126.2,25,tcp,FIN,0.54383,37262,3380,31,29,18,8,smtp,537609.1875,48544.58203,52,42,255,255,2875901344,727365902,717,80,0,0,791.6821190000001,25.208887,1421942276,1421942277,10.656275,13.250682999999999,0.000687,0.0005480000000000001,0.000139,0,0,0,0,0,1,3,1,2,1,1,1,0,0
59.166.0.2,41341,149.171.126.4,80,tcp,FIN,1.7248689999999998,1580,10168,31,29,3,5,http,6720.510254000001,44543.67188,12,18,255,255,1281107856,3481658473,132,565,1,3924,10987.82344,8805.503757999999,1421937306,1421937308,156.774457,101.429648,0.000714,0.000558,0.000156,0,0,1,0,0,5,3,2,2,1,1,2,0,0
59.166.0.1,37366,149.171.126.6,80,tcp,FIN,1.145846,1684,10168,31,29,3,5,http,10919.44238,67052.64063,14,18,255,255,4291901403,2149660641,120,565,1,3924,8835.169139,7735.983170999999,1421941227,1421941228,88.116387,67.368647,0.000749,0.000575,0.000174,0,0,1,0,0,1,1,3,6,1,1,1,0,0
59.166.0.2,21632,149.171.126.0,36937,tcp,FIN,0.021123,2766,28348,31,29,7,16,-,1024097.0,10503054.0,44,46,255,255,1853802514,1854100434,63,616,0,0,27.583958000000003,26.705772999999997,1421942275,1421942275,0.457744,0.45642200000000005,0.000722,0.000573,0.000149,0,0,0,0,0,9,5,3,5,1,1,1,0,0
59.166.0.1,60474,149.171.126.7,16706,tcp,FIN,0.024005000000000002,3614,45396,31,29,7,24,-,1184419.875,14884899.0,60,62,255,255,1104040852,1104370874,60,732,0,0,21.797086,20.584612,1421945062,1421945062,0.400881,0.38255700000000004,0.000811,0.0006580000000000001,0.000153,0,0,0,0,0,8,8,8,8,4,4,4,0,0
59.166.0.5,17310,149.171.126.4,13297,udp,CON,0.0017329999999999997,544,304,31,29,0,0,-,1883439.125,1052510.125,4,4,0,0,0,0,136,76,0,0,0.636396,0.278148,1421952908,1421952908,0.45399999999999996,0.202667,0.0,0.0,0.0,0,0,0,0,0,7,4,5,7,1,1,5,0,0
59.166.0.7,32578,149.171.126.8,52095,tcp,FIN,0.037902,2974,31920,31,29,7,18,-,614848.8125,6602712.0,48,50,255,255,35648212,35959693,62,638,0,0,58.868912,55.856972,1421947053,1421947054,0.7996810000000001,0.760898,0.0007700000000000001,0.000612,0.00015800000000000002,0,0,0,0,0,9,13,6,4,1,1,1,0,0
59.166.0.9,47209,149.171.126.9,53,udp,CON,0.000981,130,162,31,29,0,0,dns,530071.375,660550.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421946304,1421946304,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0,6,4,7,10,2,1,2,0,0
59.166.0.0,20687,149.171.126.5,80,tcp,FIN,1.004772,1580,10168,31,29,3,5,-,11536.94629,76467.10156,12,18,255,255,3653323452,1508959288,132,565,1,3924,9528.794353,7675.0113790000005,1421955764,1421955765,91.310179,59.071056000000006,0.000717,0.00056,0.000157,0,0,1,0,0,17,15,1,4,1,1,1,0,0
59.166.0.8,51396,149.171.126.1,111,udp,CON,0.0055060000000000005,568,312,31,29,0,0,-,618961.125,339992.7188,4,4,0,0,0,0,142,78,0,0,2.122735,1.48681,1421937890,1421937890,1.507,1.055333,0.0,0.0,0.0,0,0,0,0,0,14,6,5,9,2,1,4,0,0
59.166.0.4,7121,149.171.126.9,53,udp,CON,0.0010689999999999999,146,178,31,29,0,0,-,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934150,1421934150,0.005,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,5,5,1,3,1,1,1,0,0
10.40.170.2,0,10.40.170.2,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,0.0,0.0,1421944875,1421944875,0.0,0.0,0.0,0.0,0.0,1,2,0,0,0,4,4,4,4,4,4,4,0,0
59.166.0.8,58554,149.171.126.2,64779,tcp,FIN,0.018838999999999998,2334,16920,31,29,7,12,-,963957.75,6996125.0,36,38,255,255,1625182907,3790129480,65,445,0,0,0.0,37.130924,1421934368,1421934368,0.528857,0.494784,0.0006900000000000001,0.000528,0.000162,0,0,0,0,0,5,8,3,2,1,1,1,0,0
59.166.0.9,37803,149.171.126.7,6881,tcp,FIN,0.24094200000000002,1540,1644,31,29,4,4,-,47945.14844,51564.27734,16,18,255,255,635452027,674705670,96,91,0,0,992.181427,32.054229,1421954123,1421954124,16.040734,14.107647,0.0012720000000000001,0.001106,0.000166,0,0,0,0,0,23,13,9,8,7,1,7,0,0
59.166.0.3,40944,149.171.126.7,143,tcp,FIN,1.520857,7810,15844,31,29,30,32,-,40745.44922,82684.96094,122,126,255,255,1556721103,1573363234,64,126,0,0,760.023592,751.463091,1421953857,1421953858,12.566116000000001,12.162448,0.000681,0.000547,0.000134,0,0,0,0,0,6,3,3,4,1,1,3,0,0
59.166.0.6,28573,149.171.126.1,111,udp,CON,0.055351,568,320,31,29,0,0,-,61570.703129999994,34687.71875,4,4,0,0,0,0,142,80,0,0,18.842039,25.415303,1421936497,1421936497,13.332332999999998,17.977334,0.0,0.0,0.0,0,0,0,0,0,6,3,2,2,1,1,1,0,0
59.166.0.6,38444,149.171.126.9,44788,tcp,FIN,0.085043,3390,40986,31,29,7,22,-,313253.3125,3789142.0,56,58,255,255,2438734846,2448625123,61,707,0,0,86.972971,85.977807,1421932870,1421932870,1.540127,1.482632,0.000679,0.000529,0.00015,0,0,0,0,0,9,7,3,5,1,1,1,0,0
59.166.0.0,46176,149.171.126.0,32960,tcp,FIN,0.009022,2230,14740,31,29,7,11,-,1919751.625,12707603.0,34,36,255,255,2868118090,727244984,66,409,0,0,0.0,15.797510999999998,1421949875,1421949875,0.26357600000000003,0.248559,0.000698,0.0005679999999999999,0.00013000000000000002,0,0,0,0,0,12,8,4,4,1,1,2,0,0
59.166.0.4,17816,149.171.126.3,13531,tcp,FIN,0.008343999999999999,424,8824,31,29,1,4,ftp-data,355704.6875,7755513.0,8,12,255,255,3439575112,1302588119,53,735,0,0,62.964815,32.188466999999996,1421948376,1421948376,1.1402860000000001,0.555545,0.002415,0.002227,0.000188,0,0,0,0,0,3,3,13,5,1,1,4,0,0
59.166.0.4,46685,149.171.126.0,53,udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421935491,1421935491,0.006999999999999999,0.002,0.0,0.0,0.0,0,0,0,0,0,1,6,3,5,1,1,1,0,0
59.166.0.3,56534,149.171.126.3,5190,tcp,FIN,0.174347,2898,21610,31,29,8,12,-,129305.3516,966807.5625,36,40,255,255,3331482875,1186430583,81,540,0,0,772.3016709999999,736.545977,1421934568,1421934568,4.971171,4.454154,0.0007610000000000001,0.000624,0.00013700000000000002,0,0,0,0,0,8,18,11,1,1,1,1,0,0
59.166.0.5,1641,149.171.126.0,19414,tcp,FIN,0.256305,8928,320,31,29,4,1,ftp-data,258785.4219,8333.820312,14,6,255,255,3088810325,3367889317,638,53,0,0,1712.366834,71.49547700000001,1421953681,1421953681,19.715769,51.129602,0.000685,0.000525,0.00016,0,0,0,0,0,3,3,2,2,1,1,2,0,0
59.166.0.8,50293,149.171.126.8,29504,tcp,FIN,0.43056400000000006,5088,3080,31,29,7,7,-,91173.4375,55332.078129999994,28,30,255,255,2522968774,2560087926,182,103,0,0,896.315661,23.0286,1421943822,1421943823,15.934704,14.826966,0.0007379999999999999,0.0005780000000000001,0.00016,0,0,0,0,0,7,12,3,2,1,1,1,0,0
59.166.0.6,47423,149.171.126.3,80,tcp,FIN,1.366714,17954,1087890,31,29,2,370,-,104782.7109,6359381.5,336,746,255,255,3165617862,3166693242,53,1458,1,524288,231.321363,136.93748300000001,1421944951,1421944952,4.07877,1.8336430000000001,0.0007740000000000001,0.000648,0.000126,0,0,3,0,0,14,14,23,12,5,5,8,0,0
59.166.0.4,14073,149.171.126.7,37902,tcp,FIN,0.012191,2542,22592,31,29,7,14,-,1626773.75,14472971.0,40,42,255,255,2637770695,2648070771,64,538,0,0,17.444014000000003,16.806693,1421951439,1421951439,0.30430799999999997,0.284317,0.000662,0.000531,0.000131,0,0,0,0,0,15,4,3,8,1,1,1,0,0
59.166.0.9,42951,149.171.126.8,53,udp,CON,0.001008,146,178,31,29,0,0,dns,579365.0625,706349.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928099,1421928099,0.011000000000000001,0.006,0.0,0.0,0.0,0,0,0,0,0,7,2,3,3,2,1,1,0,0
59.166.0.4,44342,149.171.126.0,7747,tcp,FIN,0.011991,2438,19408,31,29,7,13,-,1583854.625,12624802.0,38,40,255,255,3886585095,1737369302,64,485,0,0,18.027976000000002,17.457882,1421941881,1421941881,0.314946,0.290026,0.000811,0.000669,0.00014199999999999998,0,0,0,0,0,14,5,2,4,1,1,1,0,0
59.166.0.7,55459,149.171.126.0,111,udp,CON,0.25916100000000003,568,312,31,29,0,0,-,13150.12695,7223.309081999999,4,4,0,0,0,0,142,78,0,0,103.232875,98.901609,1421927772,1421927773,73.007664,69.941,0.0,0.0,0.0,0,0,0,0,0,10,5,4,5,1,1,3,0,0
59.166.0.3,50854,149.171.126.5,29542,tcp,FIN,0.147265,4862,82930,31,29,7,36,-,261026.0313,4452707.5,84,86,255,255,2429088906,301817071,58,964,0,0,118.034023,116.455455,1421931306,1421931306,1.770229,1.726965,0.000615,0.000469,0.000146,0,0,0,0,0,5,4,4,4,1,1,1,0,0
59.166.0.2,29044,149.171.126.0,80,tcp,FIN,1.009897,1580,10168,31,29,3,5,http,11478.39844,76079.04688,12,18,255,255,1876978509,1877905227,132,565,1,3924,9559.462145,7698.754736,1421943517,1421943518,91.77772900000001,59.377412,0.0006,0.00047699999999999994,0.000123,0,0,1,0,0,1,1,1,7,1,1,1,0,0
59.166.0.0,47690,149.171.126.7,53,udp,CON,0.001092,146,178,31,29,0,0,dns,534798.5,652014.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421952362,1421952362,0.011000000000000001,0.013999999999999999,0.0,0.0,0.0,0,0,0,0,0,2,1,2,3,1,1,1,0,0
59.166.0.7,7095,149.171.126.9,48863,tcp,FIN,0.014886000000000002,2854,29114,31,29,7,17,-,1500470.25,15306731.0,46,46,255,255,420582788,2584882714,62,633,0,0,18.687006,0.0,1421945397,1421945397,0.323756,0.317644,0.000741,0.000588,0.000153,0,0,0,0,0,16,16,16,16,4,4,4,0,0
59.166.0.8,32443,149.171.126.4,25,tcp,FIN,1.063754,37178,3172,31,29,18,8,smtp,274228.8125,23230.93555,52,38,255,255,3817601232,3822169607,715,83,0,0,1803.243312,60.847012,1421935359,1421935361,20.851255,28.737485999999997,0.000585,0.00045999999999999996,0.000125,0,0,0,0,0,1,1,2,3,1,1,1,0,0
59.166.0.2,31378,149.171.126.9,53,udp,CON,0.001123,146,178,31,29,0,0,dns,520035.5938,634016.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951197,1421951197,0.009000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,1,4,1,1,1,0,0
59.166.0.3,8311,149.171.126.6,53,udp,CON,0.0010609999999999999,146,178,31,29,0,0,-,550424.125,671065.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955323,1421955323,0.01,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,9,8,1,4,1,1,1,0,0
59.166.0.3,25881,149.171.126.0,22,tcp,FIN,0.9070540000000001,5928,8114,31,29,14,17,ssh,51445.66797,70372.875,62,60,255,255,537418329,2687237607,96,135,0,0,971.762055,989.660943,1421948536,1421948537,14.869736999999999,15.362661,0.0006309999999999999,0.000504,0.000127,0,0,0,0,0,1,1,9,4,1,1,1,0,0
59.166.0.3,30698,149.171.126.7,25,tcp,FIN,0.234731,37178,3380,31,29,18,8,smtp,1242750.25,112469.1641,52,42,255,255,2480566473,2485852689,715,80,0,0,524.414779,17.687079999999998,1421931080,1421931080,4.586019,5.712219999999999,0.000674,0.000524,0.00015,0,0,0,0,0,2,3,1,5,1,1,1,0,0
59.166.0.7,65110,149.171.126.0,80,tcp,FIN,1.008802,1684,10168,31,29,3,5,http,12402.83008,76161.625,14,18,255,255,2870135838,725740980,120,565,1,3924,8766.298259000001,7675.310503,1421931535,1421931536,77.57369,59.311234999999996,0.0006320000000000001,0.000508,0.000124,0,0,1,0,0,1,2,3,4,1,1,2,0,0
59.166.0.6,3688,149.171.126.5,6881,tcp,FIN,0.473797,11012,468799,31,29,18,162,-,184956.8438,7894571.0,189,376,255,255,1866139954,1869619130,58,1247,0,0,148.27864,100.702279,1421945521,1421945522,2.518537,1.262147,0.0006360000000000001,0.000489,0.000147,0,0,0,0,0,26,19,15,22,10,5,12,0,0
59.166.0.0,41330,149.171.126.2,8586,tcp,FIN,0.04648,320,1890,31,29,1,2,ftp-data,45955.25,284681.5938,6,8,255,255,2309859374,271841912,53,236,0,0,643.321492,15.757155,1421942594,1421942594,9.2272,6.5715710000000005,0.000628,0.000472,0.000156,0,0,0,0,0,7,3,2,3,1,1,1,0,0
59.166.0.4,1828,149.171.126.2,1592,tcp,FIN,0.023933000000000003,2750,27730,31,29,7,16,-,898508.3125,9067981.0,44,46,255,255,1642513000,3788503953,63,603,0,0,34.994803999999995,33.50885,1421947464,1421947464,0.548744,0.504178,0.001452,0.0012380000000000002,0.00021400000000000002,0,0,0,0,0,6,9,2,2,1,1,1,0,0
59.166.0.4,55754,149.171.126.2,57984,tcp,FIN,0.050296,3062,32264,31,29,7,18,-,477334.1563,5024972.0,50,48,255,255,23976426,24277807,61,672,0,0,66.251913,1.8404580000000001,1421935743,1421935743,1.019367,1.057936,0.000719,0.000563,0.000156,0,0,0,0,0,7,9,2,4,1,1,1,0,0
59.166.0.6,2287,149.171.126.8,24913,udp,CON,0.0017510000000000002,528,304,31,29,0,0,-,1809251.875,1041690.5,4,4,0,0,0,0,132,76,0,0,0.622725,0.304532,1421951801,1421951801,0.445333,0.221333,0.0,0.0,0.0,0,0,0,0,0,9,9,4,8,1,1,3,0,0
59.166.0.4,46167,149.171.126.2,53,udp,CON,0.000984,146,178,31,29,0,0,dns,593495.9375,723577.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421941394,1421941394,0.001,0.003,0.0,0.0,0.0,0,0,0,0,0,2,2,1,5,2,1,1,0,0
59.166.0.6,55509,149.171.126.8,80,tcp,FIN,0.00417,1040,824,31,29,2,2,http,1745803.375,1423501.125,8,10,255,255,3553746512,3559028888,130,82,1,83,35.013795,0.742634,1421935610,1421935610,0.543143,0.40455599999999997,0.000662,0.000525,0.00013700000000000002,0,0,1,0,0,1,2,1,8,1,1,1,0,0
59.166.0.3,16068,149.171.126.9,53,udp,CON,0.00105,146,178,31,29,0,0,dns,556190.5,678095.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951465,1421951465,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,4,2,3,3,2,1,1,0,0
59.166.0.1,12218,149.171.126.1,53,udp,CON,0.000976,130,162,31,29,0,0,dns,532786.875,663934.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421945641,1421945641,0.002,0.004,0.0,0.0,0.0,0,0,0,0,0,1,2,8,3,3,3,3,0,0
59.166.0.2,39567,149.171.126.7,25,tcp,FIN,0.021511000000000002,37272,3276,31,29,18,8,smtp,13595277.0,1188229.25,52,40,255,255,2308907066,164567444,717,82,0,0,22.99592,1.0545639999999998,1421944946,1421944946,0.41502,0.536795,0.000696,0.000571,0.000125,0,0,0,0,0,1,1,3,5,2,2,3,0,0
59.166.0.7,17396,149.171.126.2,143,tcp,FIN,0.031744,7814,15690,31,29,30,32,-,1953125.0,3922883.0,122,126,255,255,1614691820,3765242498,64,125,0,0,16.203315,14.076162,1421933713,1421933713,0.259504,0.24996,0.000641,0.0004940000000000001,0.000147,0,0,0,0,0,8,11,3,6,1,1,2,0,0
59.166.0.5,16759,149.171.126.4,53,udp,CON,0.001009,146,178,31,29,0,0,dns,578790.875,705649.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421941541,1421941541,0.01,0.005,0.0,0.0,0.0,0,0,0,0,0,2,3,3,4,1,1,1,0,0
59.166.0.5,42263,149.171.126.5,80,tcp,FIN,1.102689,1684,10168,31,29,3,5,http,11346.80762,69676.94531,14,18,255,255,3515290391,1370890818,120,565,1,3924,8802.788719,7709.766691,1421947986,1421947987,84.793075,64.835647,0.000604,0.00047999999999999996,0.000124,0,0,1,0,0,3,2,2,3,1,1,1,0,0
59.166.0.2,17159,149.171.126.4,53,udp,CON,0.000964,146,178,31,29,0,0,dns,605809.125,738589.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951556,1421951556,0.002,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,4,3,1,3,2,1,1,0,0
59.166.0.9,54564,149.171.126.1,22365,udp,CON,0.0017230000000000001,536,304,31,29,0,0,-,1866511.875,1058618.75,4,4,0,0,0,0,134,76,0,0,0.64771,0.267529,1421948953,1421948953,0.462,0.194667,0.0,0.0,0.0,0,0,0,0,0,6,10,10,4,1,1,3,0,0
59.166.0.6,28451,149.171.126.8,5190,tcp,FIN,0.005905,2054,2478,31,29,6,6,-,2656731.5,3217612.25,22,24,255,255,1507058352,3656932399,93,103,0,0,16.359199,13.833492999999999,1421929307,1421929307,0.264619,0.2425,0.000718,0.00056,0.00015800000000000002,0,0,0,0,0,2,7,8,2,2,1,1,0,0
59.166.0.8,18890,149.171.126.6,25,tcp,FIN,0.047838,37190,3380,31,29,18,8,-,6099753.5,551862.5625,52,42,255,255,889078780,890090138,715,80,0,0,65.861312,2.6761909999999998,1421955466,1421955466,0.930824,1.153146,0.000712,0.0005549999999999999,0.000157,0,0,0,0,0,8,5,3,2,1,1,1,0,0
59.166.0.1,51484,149.171.126.9,111,udp,CON,0.0046229999999999995,568,312,31,29,0,0,-,737183.625,404931.8438,4,4,0,0,0,0,142,78,0,0,1.681502,1.470313,1421931315,1421931315,1.196,1.044667,0.0,0.0,0.0,0,0,0,0,0,2,6,3,2,1,1,2,0,0
59.166.0.0,9518,149.171.126.0,9305,udp,CON,0.002621,544,304,31,29,0,0,-,1245326.25,695917.625,4,4,0,0,0,0,136,76,0,0,1.0175299999999998,0.741284,1421932668,1421932668,0.727,0.526667,0.0,0.0,0.0,0,0,0,0,0,8,6,3,4,1,1,2,0,0
